region,category,parameter,mode,powertrain,year,unit,value
China,Historical,Electricity demand,Vans,BEV,2016,GWh,160
China,Historical,Electricity demand,Vans,PHEV,2016,GWh,0.008299999870359898
China,Historical,Electricity demand,Cars,BEV,2016,GWh,950
China,Historical,Electricity demand,Cars,PHEV,2016,GWh,87
China,Historical,Electricity demand,Trucks,BEV,2016,GWh,190
China,Historical,EV sales share,Buses,EV,2016,percent,28
China,Historical,EV stock share,Cars,EV,2016,percent,0.36000001430511475
China,Historical,Oil displacement Mbd,Vans,EV,2016,Milion barrels per day,0.0013000000035390258
China,Historical,Oil displacement Mbd,Cars,EV,2016,Milion barrels per day,0.007199999876320362
China,Historical,Oil displacement Mlge,Buses,EV,2016,Milion litres gasoline equivalent,1400
China,Historical,Oil displacement Mlge,Trucks,EV,2016,Milion litres gasoline equivalent,4.599999904632568
China,Historical,Oil displacement Mlge,Vans,EV,2016,Milion litres gasoline equivalent,76
China,Historical,Oil displacement Mlge,Cars,EV,2016,Milion litres gasoline equivalent,430
China,Historical,Oil displacement Mbd,Buses,EV,2016,Milion barrels per day,0.023000000044703484
China,Historical,Oil displacement Mbd,Trucks,EV,2016,Milion barrels per day,0.00007699999696342275
China,Historical,EV stock share,Buses,EV,2016,percent,5
China,Historical,EV sales share,Trucks,EV,2016,percent,0.28999999165534973
China,Historical,EV stock share,Trucks,EV,2016,percent,0.052000001072883606
China,Historical,EV sales share,Vans,EV,2016,percent,2.4000000953674316
China,Historical,EV stock share,Vans,EV,2016,percent,0.4399999976158142
China,Historical,EV sales share,Cars,EV,2016,percent,1.399999976158142
China,Historical,EV stock,Cars,PHEV,2016,stock,170000
China,Historical,EV sales,Vans,BEV,2016,sales,21000
China,Historical,EV sales,Trucks,PHEV,2016,sales,5.099999904632568
China,Historical,EV stock,Vans,PHEV,2016,stock,17
China,Historical,EV stock,Vans,BEV,2016,stock,53000
China,Historical,EV sales,Cars,BEV,2016,sales,260000
China,Historical,EV stock,Cars,BEV,2016,stock,460000
China,Historical,EV sales,Cars,PHEV,2016,sales,79000
China,Historical,EV sales,Cars,PHEV,2017,sales,110000
China,Historical,EV stock,Cars,BEV,2017,stock,930000
China,Historical,EV sales,Cars,BEV,2017,sales,470000
China,Historical,EV stock,Vans,BEV,2017,stock,120000
China,Historical,EV stock,Vans,PHEV,2017,stock,17
China,Historical,EV sales,Trucks,PHEV,2017,sales,14000
China,Historical,EV stock,Trucks,BEV,2017,stock,14000
China,Historical,EV sales,Vans,BEV,2017,sales,58000
China,Historical,EV stock,Cars,PHEV,2017,stock,280000
China,Historical,EV sales share,Cars,EV,2017,percent,2.299999952316284
China,Historical,EV stock share,Vans,EV,2017,percent,0.9399999976158142
China,Historical,EV sales share,Vans,EV,2017,percent,5.599999904632568
China,Historical,EV stock share,Trucks,EV,2017,percent,0.06599999964237213
China,Historical,EV sales share,Trucks,EV,2017,percent,0.8600000143051147
China,Historical,EV stock share,Buses,EV,2017,percent,6.699999809265137
China,Historical,Oil displacement Mbd,Buses,EV,2017,Milion barrels per day,0.03400000184774399
China,Historical,Oil displacement Mbd,Trucks,EV,2017,Milion barrels per day,0.00011000000085914508
China,Historical,Oil displacement Mbd,Vans,EV,2017,Milion barrels per day,0.003000000026077032
China,Historical,Oil displacement Mbd,Cars,EV,2017,Milion barrels per day,0.013000000268220901
China,Historical,Oil displacement Mlge,Buses,EV,2017,Milion litres gasoline equivalent,2000
China,Historical,Oil displacement Mlge,Trucks,EV,2017,Milion litres gasoline equivalent,6.400000095367432
China,Historical,Oil displacement Mlge,Vans,EV,2017,Milion litres gasoline equivalent,180
China,Historical,Oil displacement Mlge,Cars,EV,2017,Milion litres gasoline equivalent,800
China,Historical,EV stock share,Cars,EV,2017,percent,0.6100000143051147
China,Historical,EV sales share,Buses,EV,2017,percent,29
China,Historical,Electricity demand,Buses,BEV,2017,GWh,4900
China,Historical,Electricity demand,Buses,PHEV,2017,GWh,1500
China,Historical,Electricity demand,Vans,BEV,2017,GWh,360
China,Historical,Electricity demand,Vans,PHEV,2017,GWh,0.008299999870359898
China,Historical,Electricity demand,Cars,BEV,2017,GWh,1900
China,Historical,Electricity demand,Cars,PHEV,2017,GWh,150
China,Historical,Electricity demand,Trucks,BEV,2017,GWh,250
China,Historical,EV charging points,EV,Publicly available fast,2017,charging points,83000
China,Historical,EV charging points,EV,Publicly available slow,2017,charging points,130000
China,Historical,EV sales,Trucks,BEV,2017,sales,4500
China,Historical,EV stock,Buses,BEV,2017,stock,280000
China,Historical,EV sales,Buses,PHEV,2017,sales,480
China,Historical,EV stock,Buses,PHEV,2017,stock,62000
China,Historical,EV sales,Buses,BEV,2017,sales,120000
China,Historical,EV sales,Buses,BEV,2018,sales,110000
China,Historical,EV stock,Buses,PHEV,2018,stock,72000
China,Historical,EV sales,Buses,PHEV,2018,sales,2400
China,Historical,EV stock,Buses,BEV,2018,stock,360000
China,Historical,EV sales,Trucks,BEV,2018,sales,35000
China,Historical,EV charging points,EV,Publicly available fast,2018,charging points,110000
China,Historical,EV charging points,EV,Publicly available slow,2018,charging points,160000
China,Historical,Electricity demand,Buses,BEV,2018,GWh,6300
China,Historical,Electricity demand,Buses,PHEV,2018,GWh,1800
China,Historical,Electricity demand,Vans,BEV,2018,GWh,610
China,Historical,Electricity demand,Vans,PHEV,2018,GWh,0.008299999870359898
China,Historical,Electricity demand,Cars,BEV,2018,GWh,3600
China,Historical,Electricity demand,Cars,PHEV,2018,GWh,280
China,Historical,Electricity demand,Trucks,BEV,2018,GWh,280
China,Historical,Electricity demand,Trucks,PHEV,2018,GWh,17
China,Historical,EV sales share,Buses,EV,2018,percent,30
China,Historical,EV stock share,Cars,EV,2018,percent,1
China,Historical,Oil displacement Mbd,Buses,EV,2018,Milion barrels per day,0.04699999839067459
China,Historical,Oil displacement Mbd,Trucks,EV,2018,Milion barrels per day,0.0003800000122282654
China,Historical,Oil displacement Mbd,Vans,EV,2018,Milion barrels per day,0.00419999985024333
China,Historical,Oil displacement Mbd,Cars,EV,2018,Milion barrels per day,0.024000000208616257
China,Historical,Oil displacement Mlge,Buses,EV,2018,Milion litres gasoline equivalent,2800
China,Historical,Oil displacement Mlge,Trucks,EV,2018,Milion litres gasoline equivalent,23
China,Historical,Oil displacement Mlge,Vans,EV,2018,Milion litres gasoline equivalent,250
China,Historical,Oil displacement Mlge,Cars,EV,2018,Milion litres gasoline equivalent,1500
China,Historical,EV stock share,Buses,EV,2018,percent,8.300000190734863
China,Historical,EV sales share,Trucks,EV,2018,percent,1.7000000476837158
China,Historical,EV stock share,Trucks,EV,2018,percent,0.08399999886751175
China,Historical,EV sales share,Vans,EV,2018,percent,4.699999809265137
China,Historical,EV stock share,Vans,EV,2018,percent,1.5
China,Historical,EV sales share,Cars,EV,2018,percent,4.5
China,Historical,EV stock,Cars,PHEV,2018,stock,540000
China,Historical,EV sales,Vans,BEV,2018,sales,53000
China,Historical,EV stock,Trucks,BEV,2018,stock,16000
China,Historical,EV sales,Trucks,PHEV,2018,sales,3600
China,Historical,EV stock,Vans,PHEV,2018,stock,17
China,Historical,EV stock,Trucks,PHEV,2018,stock,3600
China,Historical,EV stock,Vans,BEV,2018,stock,200000
China,Historical,EV sales,Cars,BEV,2018,sales,820000
China,Historical,EV stock,Cars,BEV,2018,stock,1700000
China,Historical,EV sales,Cars,PHEV,2018,sales,270000
China,Historical,EV sales,Cars,PHEV,2019,sales,230000
China,Historical,EV stock,Cars,BEV,2019,stock,2600000
China,Historical,EV sales,Cars,BEV,2019,sales,830000
China,Historical,EV stock,Vans,BEV,2019,stock,250000
China,Historical,EV stock,Trucks,PHEV,2019,stock,6000
China,Historical,EV stock,Vans,PHEV,2019,stock,17
China,Historical,EV sales,Trucks,PHEV,2019,sales,2400
China,Historical,EV stock,Trucks,BEV,2019,stock,22000
China,Historical,EV sales,Vans,BEV,2019,sales,23000
China,Historical,EV stock,Cars,PHEV,2019,stock,770000
China,Historical,EV sales share,Cars,EV,2019,percent,4.599999904632568
China,Historical,EV stock share,Vans,EV,2019,percent,1.7000000476837158
China,Historical,EV sales share,Vans,EV,2019,percent,2
China,Historical,EV stock share,Trucks,EV,2019,percent,0.10999999940395355
China,Historical,EV sales share,Trucks,EV,2019,percent,0.7699999809265137
China,Historical,EV stock share,Buses,EV,2019,percent,9.5
China,Historical,Oil displacement Mbd,Buses,EV,2019,Milion barrels per day,0.04500000178813934
China,Historical,Oil displacement Mbd,Trucks,EV,2019,Milion barrels per day,0.00039999998989515007
China,Historical,Oil displacement Mbd,Vans,EV,2019,Milion barrels per day,0.00419999985024333
China,Historical,Oil displacement Mbd,Cars,EV,2019,Milion barrels per day,0.03500000014901161
China,Historical,Oil displacement Mlge,Buses,EV,2019,Milion litres gasoline equivalent,2700
China,Historical,Oil displacement Mlge,Trucks,EV,2019,Milion litres gasoline equivalent,24
China,Historical,Oil displacement Mlge,Vans,EV,2019,Milion litres gasoline equivalent,250
China,Historical,Oil displacement Mlge,Cars,EV,2019,Milion litres gasoline equivalent,2100
China,Historical,EV stock share,Cars,EV,2019,percent,1.399999976158142
China,Historical,EV sales share,Buses,EV,2019,percent,30
China,Historical,Electricity demand,Buses,BEV,2019,GWh,7500
China,Historical,Electricity demand,Buses,PHEV,2019,GWh,1900
China,Historical,Electricity demand,Vans,BEV,2019,GWh,740
China,Historical,Electricity demand,Vans,PHEV,2019,GWh,0.008299999870359898
China,Historical,Electricity demand,Cars,BEV,2019,GWh,5300
China,Historical,Electricity demand,Cars,PHEV,2019,GWh,400
China,Historical,Electricity demand,Trucks,BEV,2019,GWh,390
China,Historical,Electricity demand,Trucks,PHEV,2019,GWh,28
China,Historical,EV charging points,EV,Publicly available fast,2019,charging points,210000
China,Historical,EV charging points,EV,Publicly available slow,2019,charging points,300000
China,Historical,EV sales,Trucks,BEV,2019,sales,16000
China,Historical,EV stock,Buses,BEV,2019,stock,430000
China,Historical,EV sales,Buses,PHEV,2019,sales,2600
China,Historical,EV stock,Buses,PHEV,2019,stock,77000
China,Historical,EV sales,Buses,BEV,2019,sales,98000
China,Historical,EV sales,Buses,BEV,2020,sales,57000
China,Historical,EV stock,Buses,PHEV,2020,stock,80000
China,Historical,EV sales,Buses,PHEV,2020,sales,3600
China,Historical,EV stock,Buses,BEV,2020,stock,490000
China,Historical,EV sales,Trucks,BEV,2020,sales,4500
China,Historical,EV charging points,EV,Publicly available fast,2020,charging points,310000
China,Historical,EV charging points,EV,Publicly available slow,2020,charging points,500000
China,Projection-STEPS,EV stock share,Buses,EV,2020,percent,10
China,Projection-STEPS,EV sales share,Trucks,EV,2020,percent,0.17000000178813934
China,Projection-STEPS,EV stock share,Trucks,EV,2020,percent,0.11999999731779099
China,Projection-STEPS,EV sales share,Vans,EV,2020,percent,3.5999999046325684
China,Projection-STEPS,EV stock share,Vans,EV,2020,percent,1.899999976158142
China,Projection-STEPS,EV sales share,Cars,EV,2020,percent,5.300000190734863
China,Projection-STEPS,EV stock share,Cars,EV,2020,percent,1.7000000476837158
China,Projection-STEPS,EV charging points,EV,Publicly available fast,2020,charging points,310000
China,Projection-STEPS,EV charging points,EV,Publicly available slow,2020,charging points,500000
China,Projection-STEPS,EV sales,Buses,BEV,2020,sales,57000
China,Projection-STEPS,EV sales,Buses,PHEV,2020,sales,3600
China,Projection-STEPS,EV sales,Trucks,BEV,2020,sales,4500
China,Projection-STEPS,EV sales,Trucks,PHEV,2020,sales,420
China,Projection-STEPS,EV sales,Vans,BEV,2020,sales,51000
China,Projection-STEPS,EV sales,Cars,BEV,2020,sales,930000
China,Projection-STEPS,EV sales,Cars,PHEV,2020,sales,230000
China,Projection-STEPS,EV stock,Buses,BEV,2020,stock,490000
China,Projection-STEPS,EV stock,Buses,PHEV,2020,stock,80000
China,Projection-STEPS,EV stock,Trucks,BEV,2020,stock,27000
China,Projection-STEPS,EV stock,Trucks,PHEV,2020,stock,6500
China,Projection-STEPS,EV stock,Vans,BEV,2020,stock,300000
China,Projection-STEPS,EV stock,Vans,PHEV,2020,stock,77
China,Projection-STEPS,EV stock,Cars,BEV,2020,stock,3500000
China,Projection-STEPS,EV stock,Cars,PHEV,2020,stock,1000000
China,Projection-STEPS,Electricity demand,Buses,BEV,2020,GWh,8500
China,Projection-STEPS,Electricity demand,Buses,PHEV,2020,GWh,2000
China,Projection-STEPS,Electricity demand,Vans,BEV,2020,GWh,890
China,Projection-STEPS,Electricity demand,Vans,PHEV,2020,GWh,0.03799999877810478
China,Projection-STEPS,Electricity demand,Cars,BEV,2020,GWh,7200
China,Projection-STEPS,Electricity demand,Cars,PHEV,2020,GWh,520
China,Projection-STEPS,Electricity demand,Trucks,BEV,2020,GWh,470
China,Projection-STEPS,Electricity demand,Trucks,PHEV,2020,GWh,30
China,Projection-STEPS,Oil displacement Mbd,Buses,EV,2020,Milion barrels per day,0.039000000804662704
China,Projection-STEPS,Oil displacement Mbd,Trucks,EV,2020,Milion barrels per day,0.00033999999868683517
China,Projection-STEPS,Oil displacement Mbd,Vans,EV,2020,Milion barrels per day,0.00419999985024333
China,Projection-STEPS,Oil displacement Mbd,Cars,EV,2020,Milion barrels per day,0.0430000014603138
China,Projection-STEPS,Oil displacement Mlge,Buses,EV,2020,Milion litres gasoline equivalent,2300
China,Projection-STEPS,Oil displacement Mlge,Trucks,EV,2020,Milion litres gasoline equivalent,20
China,Projection-STEPS,Oil displacement Mlge,Vans,EV,2020,Milion litres gasoline equivalent,250
China,Projection-STEPS,Oil displacement Mlge,Cars,EV,2020,Milion litres gasoline equivalent,2600
China,Projection-STEPS,EV sales share,Buses,EV,2020,percent,21
China,Historical,Electricity demand,Buses,BEV,2020,GWh,8500
China,Historical,Electricity demand,Buses,PHEV,2020,GWh,2000
China,Historical,Electricity demand,Vans,BEV,2020,GWh,890
China,Historical,Electricity demand,Vans,PHEV,2020,GWh,0.03799999877810478
China,Historical,Electricity demand,Cars,BEV,2020,GWh,7200
China,Historical,Electricity demand,Cars,PHEV,2020,GWh,520
China,Historical,Electricity demand,Trucks,BEV,2020,GWh,470
China,Historical,Electricity demand,Trucks,PHEV,2020,GWh,30
China,Historical,EV sales share,Buses,EV,2020,percent,21
China,Projection-APS,EV charging points,EV,Publicly available fast,2020,charging points,310000
China,Projection-APS,EV charging points,EV,Publicly available slow,2020,charging points,500000
China,Projection-APS,EV sales,Buses,BEV,2020,sales,57000
China,Projection-APS,EV sales,Buses,PHEV,2020,sales,3600
China,Projection-APS,EV sales,Trucks,BEV,2020,sales,4500
China,Projection-APS,EV sales,Trucks,PHEV,2020,sales,420
China,Projection-APS,EV sales,Vans,BEV,2020,sales,51000
China,Projection-APS,EV sales,Cars,BEV,2020,sales,930000
China,Projection-APS,EV sales,Cars,PHEV,2020,sales,230000
China,Projection-APS,EV stock,Buses,BEV,2020,stock,490000
China,Projection-APS,EV stock,Buses,PHEV,2020,stock,80000
China,Projection-APS,EV stock,Trucks,BEV,2020,stock,27000
China,Projection-APS,EV stock,Trucks,PHEV,2020,stock,6500
China,Projection-APS,EV stock,Vans,BEV,2020,stock,300000
China,Projection-APS,EV stock,Vans,PHEV,2020,stock,77
China,Projection-APS,EV stock,Cars,BEV,2020,stock,3500000
China,Projection-APS,EV stock,Cars,PHEV,2020,stock,1000000
China,Projection-APS,Electricity demand,Buses,BEV,2020,GWh,8500
China,Projection-APS,Electricity demand,Buses,PHEV,2020,GWh,2000
China,Projection-APS,Electricity demand,Vans,BEV,2020,GWh,890
China,Projection-APS,Electricity demand,Vans,PHEV,2020,GWh,0.03799999877810478
China,Projection-APS,Electricity demand,Cars,BEV,2020,GWh,7200
China,Projection-APS,Electricity demand,Cars,PHEV,2020,GWh,520
China,Projection-APS,Electricity demand,Trucks,BEV,2020,GWh,470
China,Projection-APS,Electricity demand,Trucks,PHEV,2020,GWh,30
China,Projection-APS,Oil displacement Mbd,Buses,EV,2020,Milion barrels per day,0.039000000804662704
China,Projection-APS,Oil displacement Mbd,Trucks,EV,2020,Milion barrels per day,0.00033999999868683517
China,Projection-APS,Oil displacement Mbd,Vans,EV,2020,Milion barrels per day,0.00419999985024333
China,Projection-APS,Oil displacement Mbd,Cars,EV,2020,Milion barrels per day,0.0430000014603138
China,Projection-APS,Oil displacement Mlge,Buses,EV,2020,Milion litres gasoline equivalent,2300
China,Projection-APS,Oil displacement Mlge,Trucks,EV,2020,Milion litres gasoline equivalent,20
China,Projection-APS,Oil displacement Mlge,Vans,EV,2020,Milion litres gasoline equivalent,250
China,Projection-APS,Oil displacement Mlge,Cars,EV,2020,Milion litres gasoline equivalent,2600
China,Historical,EV stock share,Cars,EV,2020,percent,1.7000000476837158
China,Historical,Oil displacement Mbd,Buses,EV,2020,Milion barrels per day,0.039000000804662704
China,Historical,Oil displacement Mbd,Trucks,EV,2020,Milion barrels per day,0.00033999999868683517
China,Historical,Oil displacement Mbd,Vans,EV,2020,Milion barrels per day,0.00419999985024333
China,Historical,Oil displacement Mbd,Cars,EV,2020,Milion barrels per day,0.0430000014603138
China,Historical,Oil displacement Mlge,Buses,EV,2020,Milion litres gasoline equivalent,2300
China,Historical,Oil displacement Mlge,Trucks,EV,2020,Milion litres gasoline equivalent,20
China,Historical,Oil displacement Mlge,Vans,EV,2020,Milion litres gasoline equivalent,250
China,Historical,Oil displacement Mlge,Cars,EV,2020,Milion litres gasoline equivalent,2600
China,Projection-APS,EV sales share,Trucks,EV,2020,percent,0.17000000178813934
China,Projection-APS,EV stock share,Trucks,EV,2020,percent,0.11999999731779099
China,Projection-APS,EV sales share,Vans,EV,2020,percent,3.5999999046325684
China,Projection-APS,EV stock share,Vans,EV,2020,percent,1.899999976158142
China,Projection-APS,EV stock share,Cars,EV,2020,percent,1.7000000476837158
China,Projection-APS,EV sales share,Cars,EV,2020,percent,5.300000190734863
China,Historical,EV stock share,Buses,EV,2020,percent,10
China,Historical,EV sales share,Trucks,EV,2020,percent,0.17000000178813934
China,Historical,EV stock share,Trucks,EV,2020,percent,0.11999999731779099
China,Historical,EV sales share,Vans,EV,2020,percent,3.5999999046325684
China,Historical,EV stock share,Vans,EV,2020,percent,1.899999976158142
China,Historical,EV sales share,Cars,EV,2020,percent,5.300000190734863
China,Projection-APS,EV sales share,Buses,EV,2020,percent,21
China,Projection-APS,EV stock share,Buses,EV,2020,percent,10
China,Historical,EV stock,Cars,PHEV,2020,stock,1000000
China,Historical,EV sales,Vans,BEV,2020,sales,51000
China,Historical,EV stock,Trucks,BEV,2020,stock,27000
China,Historical,EV sales,Trucks,PHEV,2020,sales,420
China,Historical,EV stock,Vans,PHEV,2020,stock,77
China,Historical,EV stock,Trucks,PHEV,2020,stock,6500
China,Historical,EV stock,Vans,BEV,2020,stock,300000
China,Historical,EV sales,Cars,BEV,2020,sales,930000
China,Historical,EV stock,Cars,BEV,2020,stock,3500000
China,Historical,EV sales,Cars,PHEV,2020,sales,230000
China,Historical,EV sales,Cars,PHEV,2021,sales,600000
China,Historical,EV stock,Cars,BEV,2021,stock,6200000
China,Historical,EV sales,Cars,BEV,2021,sales,2700000
China,Historical,EV stock,Vans,BEV,2021,stock,380000
China,Historical,EV sales,Vans,PHEV,2021,sales,160
China,Historical,EV stock,Trucks,PHEV,2021,stock,7500
China,Historical,EV stock,Vans,PHEV,2021,stock,230
China,Historical,EV sales,Trucks,PHEV,2021,sales,1000
China,Historical,EV stock,Trucks,BEV,2021,stock,38000
China,Historical,EV sales,Vans,BEV,2021,sales,86000
China,Projection-APS,Electricity demand,Trucks,PHEV,2021,GWh,35
China,Projection-APS,Oil displacement Mbd,Buses,EV,2021,Milion barrels per day,0.04100000113248825
China,Projection-APS,Oil displacement Mbd,Trucks,EV,2021,Milion barrels per day,0.0005200000014156103
China,Projection-APS,Oil displacement Mbd,Vans,EV,2021,Milion barrels per day,0.00559999980032444
China,Projection-APS,Oil displacement Mbd,Cars,EV,2021,Milion barrels per day,0.08299999684095383
China,Projection-APS,Oil displacement Mlge,Buses,EV,2021,Milion litres gasoline equivalent,2400
China,Projection-APS,Oil displacement Mlge,Trucks,EV,2021,Milion litres gasoline equivalent,31
China,Projection-APS,Oil displacement Mlge,Vans,EV,2021,Milion litres gasoline equivalent,340
China,Projection-APS,Oil displacement Mlge,Cars,EV,2021,Milion litres gasoline equivalent,5000
China,Projection-STEPS,EV charging points,EV,Publicly available fast,2021,charging points,470000
China,Projection-STEPS,EV charging points,EV,Publicly available slow,2021,charging points,680000
China,Projection-STEPS,EV sales,Buses,BEV,2021,sales,84000
China,Projection-STEPS,EV sales,Buses,PHEV,2021,sales,1700
China,Projection-STEPS,EV sales,Trucks,BEV,2021,sales,12000
China,Projection-STEPS,EV sales,Trucks,PHEV,2021,sales,1000
China,Projection-STEPS,EV sales,Vans,BEV,2021,sales,86000
China,Projection-STEPS,EV sales,Vans,PHEV,2021,sales,160
China,Projection-STEPS,EV sales,Cars,BEV,2021,sales,2700000
China,Projection-STEPS,EV sales,Cars,PHEV,2021,sales,600000
China,Projection-STEPS,EV stock,Buses,BEV,2021,stock,570000
China,Projection-STEPS,EV stock,Buses,PHEV,2021,stock,82000
China,Projection-STEPS,EV stock,Trucks,BEV,2021,stock,38000
China,Projection-STEPS,EV stock,Trucks,PHEV,2021,stock,7500
China,Projection-STEPS,EV stock,Vans,BEV,2021,stock,380000
China,Projection-STEPS,EV stock,Vans,PHEV,2021,stock,230
China,Projection-STEPS,EV stock,Cars,BEV,2021,stock,6200000
China,Projection-STEPS,EV stock,Cars,PHEV,2021,stock,1600000
China,Projection-STEPS,Electricity demand,Buses,BEV,2021,GWh,10000
China,Projection-STEPS,Electricity demand,Buses,PHEV,2021,GWh,2000
China,Projection-STEPS,Electricity demand,Vans,BEV,2021,GWh,1100
China,Projection-STEPS,Electricity demand,Vans,PHEV,2021,GWh,0.10999999940395355
China,Projection-STEPS,Electricity demand,Cars,BEV,2021,GWh,13000
China,Projection-STEPS,Electricity demand,Cars,PHEV,2021,GWh,840
China,Projection-STEPS,Electricity demand,Trucks,BEV,2021,GWh,670
China,Projection-STEPS,Electricity demand,Trucks,PHEV,2021,GWh,35
China,Projection-STEPS,Oil displacement Mbd,Buses,EV,2021,Milion barrels per day,0.04100000113248825
China,Projection-STEPS,Oil displacement Mbd,Trucks,EV,2021,Milion barrels per day,0.0005200000014156103
China,Projection-STEPS,Oil displacement Mbd,Vans,EV,2021,Milion barrels per day,0.00559999980032444
China,Projection-STEPS,Oil displacement Mbd,Cars,EV,2021,Milion barrels per day,0.08299999684095383
China,Projection-STEPS,Oil displacement Mlge,Buses,EV,2021,Milion litres gasoline equivalent,2400
China,Projection-STEPS,Oil displacement Mlge,Trucks,EV,2021,Milion litres gasoline equivalent,31
China,Projection-STEPS,Oil displacement Mlge,Vans,EV,2021,Milion litres gasoline equivalent,340
China,Historical,EV stock,Cars,PHEV,2021,stock,1600000
China,Projection-APS,EV stock share,Buses,EV,2021,percent,12
China,Projection-APS,EV sales share,Buses,EV,2021,percent,26
China,Historical,EV sales share,Cars,EV,2021,percent,16
China,Historical,EV stock share,Vans,EV,2021,percent,2.5
China,Historical,EV sales share,Vans,EV,2021,percent,6.099999904632568
China,Historical,EV stock share,Trucks,EV,2021,percent,0.17000000178813934
China,Historical,EV sales share,Trucks,EV,2021,percent,0.4399999976158142
China,Historical,EV stock share,Buses,EV,2021,percent,12
China,Projection-APS,EV sales share,Cars,EV,2021,percent,16
China,Projection-APS,EV stock share,Cars,EV,2021,percent,3
China,Projection-APS,EV stock share,Vans,EV,2021,percent,2.5
China,Projection-APS,EV sales share,Vans,EV,2021,percent,6.099999904632568
China,Projection-APS,EV stock share,Trucks,EV,2021,percent,0.17000000178813934
China,Projection-APS,EV sales share,Trucks,EV,2021,percent,0.4399999976158142
China,Historical,EV stock share,Cars,EV,2021,percent,3
China,Historical,EV sales share,Buses,EV,2021,percent,26
China,Projection-STEPS,Oil displacement Mlge,Cars,EV,2021,Milion litres gasoline equivalent,5000
China,Historical,Electricity demand,Buses,BEV,2021,GWh,10000
China,Historical,Electricity demand,Buses,PHEV,2021,GWh,2000
China,Historical,Electricity demand,Vans,BEV,2021,GWh,1100
China,Historical,Electricity demand,Vans,PHEV,2021,GWh,0.10999999940395355
China,Historical,Electricity demand,Cars,BEV,2021,GWh,13000
China,Historical,Electricity demand,Cars,PHEV,2021,GWh,840
China,Historical,Electricity demand,Trucks,BEV,2021,GWh,670
China,Historical,Electricity demand,Trucks,PHEV,2021,GWh,35
China,Projection-STEPS,EV sales share,Buses,EV,2021,percent,26
China,Projection-APS,EV charging points,EV,Publicly available fast,2021,charging points,470000
China,Projection-APS,EV charging points,EV,Publicly available slow,2021,charging points,680000
China,Projection-APS,EV sales,Buses,BEV,2021,sales,84000
China,Projection-APS,EV sales,Buses,PHEV,2021,sales,1700
China,Projection-APS,EV sales,Trucks,BEV,2021,sales,12000
China,Projection-APS,EV sales,Trucks,PHEV,2021,sales,1000
China,Projection-APS,EV sales,Vans,BEV,2021,sales,86000
China,Projection-APS,EV sales,Vans,PHEV,2021,sales,160
China,Projection-APS,EV sales,Cars,BEV,2021,sales,2700000
China,Projection-APS,EV sales,Cars,PHEV,2021,sales,600000
China,Projection-APS,EV stock,Buses,BEV,2021,stock,570000
China,Projection-APS,EV stock,Buses,PHEV,2021,stock,82000
China,Projection-APS,EV stock,Trucks,BEV,2021,stock,38000
China,Projection-APS,EV stock,Trucks,PHEV,2021,stock,7500
China,Projection-APS,EV stock,Vans,BEV,2021,stock,380000
China,Projection-APS,EV stock,Vans,PHEV,2021,stock,230
China,Projection-APS,EV stock,Cars,BEV,2021,stock,6200000
China,Projection-APS,EV stock,Cars,PHEV,2021,stock,1600000
China,Projection-APS,Electricity demand,Buses,BEV,2021,GWh,10000
China,Projection-APS,Electricity demand,Buses,PHEV,2021,GWh,2000
China,Projection-APS,Electricity demand,Vans,BEV,2021,GWh,1100
China,Projection-APS,Electricity demand,Vans,PHEV,2021,GWh,0.10999999940395355
China,Projection-APS,Electricity demand,Cars,BEV,2021,GWh,13000
China,Projection-APS,Electricity demand,Cars,PHEV,2021,GWh,840
China,Projection-APS,Electricity demand,Trucks,BEV,2021,GWh,670
China,Projection-STEPS,EV stock share,Cars,EV,2021,percent,3
China,Projection-STEPS,EV sales share,Cars,EV,2021,percent,16
China,Projection-STEPS,EV stock share,Vans,EV,2021,percent,2.5
China,Projection-STEPS,EV sales share,Vans,EV,2021,percent,6.099999904632568
China,Projection-STEPS,EV stock share,Trucks,EV,2021,percent,0.17000000178813934
China,Projection-STEPS,EV sales share,Trucks,EV,2021,percent,0.4399999976158142
China,Projection-STEPS,EV stock share,Buses,EV,2021,percent,12
China,Historical,EV charging points,EV,Publicly available fast,2021,charging points,470000
China,Historical,EV charging points,EV,Publicly available slow,2021,charging points,680000
China,Historical,EV sales,Trucks,BEV,2021,sales,12000
China,Historical,EV stock,Buses,BEV,2021,stock,570000
China,Historical,EV sales,Buses,PHEV,2021,sales,1700
China,Historical,EV stock,Buses,PHEV,2021,stock,82000
China,Historical,EV sales,Buses,BEV,2021,sales,84000
China,Historical,Oil displacement Mbd,Buses,EV,2021,Milion barrels per day,0.04100000113248825
China,Historical,Oil displacement Mbd,Trucks,EV,2021,Milion barrels per day,0.0005200000014156103
China,Historical,Oil displacement Mbd,Vans,EV,2021,Milion barrels per day,0.00559999980032444
China,Historical,Oil displacement Mbd,Cars,EV,2021,Milion barrels per day,0.08299999684095383
China,Historical,Oil displacement Mlge,Buses,EV,2021,Milion litres gasoline equivalent,2400
China,Historical,Oil displacement Mlge,Trucks,EV,2021,Milion litres gasoline equivalent,31
China,Historical,Oil displacement Mlge,Vans,EV,2021,Milion litres gasoline equivalent,340
China,Historical,Oil displacement Mlge,Cars,EV,2021,Milion litres gasoline equivalent,5000
